Remove_noise,nilai,sentimen
dokternya sangat berpengalaman ramah dan pengetahuanya luar biasa sangat membantu saya dengan saran masukanya dan nasehatnya smoga fre terus karena membantu masyarakat yang minim biaya terima kasih halodoc lancar sukses terus aplikasinya amin,27,positif
sangat membantu sekali terima kasih yah dokter responya cepat juga dan ramah lagi,15,positif
sangat memuaskan terutama bagi pasien yang tingal dengan jarak yang jauh dengan praktek dokter aplikasi ini sangat membantu dimanapun kapanpun bisa konsultasi lsng dengan para dokter trimakasih halodoc,15,positif
mempermudah dan setidak tidak memperibut harus ke rumah sakit segala,-15,negatif
sangat puas dengan aplikasi halodoc terima kasih halodoc,6,positif
sngat membantu disat bingung apa yang harus dilakukan dengan sakit yang dirasakan bisa konsultasi dahulu sebelum ke rumah sakit dokternya juga baik dan ramah terimakasih halodoc,-3,negatif
terima kasih halodoc aplikasi ini sangat membantu walaupun deg degan banget bingung harus bilang apa karena tidak tatap muka mungkin karena pertama kali,-12,negatif
saya sangat senang bisa bergaung diaplikasi ini terimkasih untuk semua dokter dokter kalian sangat membantu kami dalam berkonsultasi semoga kalian diberikan balasan yang lebih dari alah dan kesehatan selalu,3,netral
balasan chatnya sangat cepat dan responsif semoga semakin sukses halodoc,16,positif
ok hemat biaya waktu tenaga terima kasih banyak buat halodoc,19,positif
mencerahkan dokternya responsif bisa buat second opinion atau meneguhkan dokter yang sblmnya,-7,negatif
sangat membantu dikala susah cuti karena kesibukan kerja terima kasih halodoc,7,positif
sangat membantu sekali dengan adanya aplikasi ini jadi kita dalam keadan darurat sangat mudah tanpa harus dokter dulu,9,positif
respon cepat solusi ada dan masih fre,12,positif
mantap benar benar bermanfat banget pokoknya jempol,11,positif
responya cepat dokternya juga ramah mantap aplikasinya smoga bermanfat untuk pasien seluruh indonesia,13,positif
sangat teramat memvantu jika di bandingkan betobat ke klinik langsung lebih murah,10,positif
sangat membantu saya termasuk orang yang tidak suka berbincang karena lewat chat aplikasi ini sangat bermanfat terimakasih,0,netral
sangat membantu banget penjelasanya oke banget cuma sesi tanya jawab kurang waktunya karena masih tanya jawab sudah hbs waktu,15,positif
aplikasi ini sangat membantu biaya konsul banyak gratisanya dokter menjawab semua yang kita tnyakan beda dengan kita ke dokter praktek yang kadang beliaunya buru buru terima kasih halo doc,1,netral
terimakasih atas konsultasi yang ramah dan resep yang sudah diberikan pelayanan cepat dan memberi solusi serta saran dengan cepat,23,positif
sangat membantu sekali karena bisa tanya jawab langsung dengan dokter spesialis tanpa harus pergi dan pastinya gratis,15,positif
alhamdulilah bisa dapat pelayanan kesehatan langsung dari tangan kita sendiri kapan dimana saja terimakasih dokter baik,11,positif
pelayanan cepat terima kasih halodoc sehat jadi lebih mudah,20,positif
baru daftar halodoc dan konsultasi langsung dijawab dokternya aplikasi yang sangat membantu dan ada konsultasi dokter yang fre semoga dokter yang bergabung di halodoc selalu sukses dan sehat amin terima kasih untuk dari wina fibionisa,11,positif
untuk pertama kali pesen obat di halodoc dan tidak sampai ternyata obatnya sudah sampai keren banget terimakasih halodoc,4,positif
sangat membantu bgi sya yang sedang mengalami kesulitan untuk menanyakn penyakit yang sedang derita yang tidak harus pergi ke rumah sakit ckup pkai apl halodoc,-30,negatif
bagus simpel mencari solusi bila sakit gawatdarurat,0,netral
aplikasi yang sangat membantu di sat yang tepat terima kasih halodoc,-3,negatif
suka sekali dengan aplikasi ini dan terlebih lagi bisa lihat profil dari dokter,-5,negatif
aplikasi ini sangat membantu saya untuk konsultasi tapi sayang dokter jauh dari tempat tingal saya,-7,negatif
sangat membantu sekali memudahkan juga buat para orang tua,8,positif
sangat buruk pelayananya obat tulisanya terkirim tapi tidak sama sekali sampai ke tangan saya compalain responya bertele tele tidak responsif selow respon tlong diperbaiki layananya,-11,negatif
respon cepat penjelasanya sangat jelas sangat membantu,16,positif
saya suka memakai aplikasi halodoc karena dokternya yang sangat baik ramah tanya seputar kesehatan apa saja mnjwb dengan sangat cepat,1,netral
aplikasi halodoc sangat bermanfat sekali saya seakan punya dokter pribadi terima kasih bagi dokter yang telah menjawab pertanyan dari saya sukses selalu untuk halodoc,-4,negatif
terimahkasih buat aplikasi ini sangat membantu dan dokter juga baik baik dalam menjawab pertanyan saya semoga bisa lebih baik lagi untuk seterus,13,positif
terimakasih buat aplikasi halodoc telah mempermudah saya untuk berkonsultasi dan berobat jadi gx perlu ribet lagi terimakasih banyak,0,netral
alhamdulilah konsultasi dengan dokter lorenza sangat memuaskan cepat responya dan ramah dokternya dokternya cepat tangap dan komunikatif terimakasih halodoc,30,positif
pelayanan cukup,-2,netral
terima kasih dari febrie kusuma wardana og sudah memberikan saran kepada saya dan responya sangat cepat semoga solusinya bisa bermanfat dan terima kasih buat apa halodoc apa ini sangat membantu,24,positif
sangat membantu di sat kondisi badan tidak fit dan cukup di rumah saja obat obatan sampai,-3,negatif
saya sudah bulan lebih sering bersin flu dan saya takut itu penyakit yang lama tidak bisa sembuh lewat halodoc saya dapat jawaban apa penyebabnya terima kasih halodoc,-17,negatif
sudah berkali kali pakai jasa aplikasi ini dan sangat memuaskan dokternya ramah dan obat yang diresepkanya bagus terimakasih halodoc,14,positif
terimakasih banyak dengan adac aplikasix ini sangat membantu saya berkonsultasi dengan dokter yang sesuai dengan penyakit yang saya alami,-5,negatif
sangat membantu buat yang tidak bisa pergi ke kelinik ke rumah sakit tapi agak lama saja balas chat tapi ok,-2,netral
bagus pelayanan chat dokter ramah is the best halodoc,13,positif
sangat praktis dan mudah untuk keperluan kesehatan yang tidak harus berjalan keluar cukup dengan aplikasi haldoc terima kasih doc dengan saran kesehatanya salam sukses sl,-2,netral
dokternya sangat wise dalam menyikapi masalah dan memberikan solusi dari permaslahan saya,-1,netral
bagus dan cepat interaksinya selama saya chat dengan dokternya,5,positif
suka sekali benar sangat membantu bagi kami yang diperkebunan dan jauh dari rumah sakit,-1,netral
cukup bagus dalam mengantar obat dan konsultasi dengan dokter,0,netral
bagus sekali layanan chat cepat tangap dan semua dokter spesialis ada,15,positif
sangat membantu bisa langsung chat dengan dokternya suka sama aplikasi ini aplikasi sebelah seperti berbicara dengan komputer,3,netral
alhamdulilah ada aplikasi yang sangat bermanfat ini tengah malam butuh dokter jadi tidak bingung,-7,negatif
datang ke both di layani dengan ramah dan baik di bungkus dengan aman dan rapih obatnya gojek mengantar dengan baik dan ramah juga tapi ada yang mesti diperbaiki yaitu waktu pengantaranya terlalu lama katanya diantar cuma tapi kenyatanya sampai baru sampai obatnya tapi secara keseluruhan aplikasi ini sangat membantu sekali buat yang tidak mengantri di loket obat terima kasih halodoc obat sudah saya terima,-6,negatif
aplikasi yang sangat bagus dan membantu sekali dokternya juga ramah,4,positif
terimakasih sudah membantu saya dalam urusan kesehatan aplikasi ini sangat bermanfat apalagi untuk anak kost seperti saya,4,positif
sangat membantu sekli dan informasi sangat berguna terima kasih halodoc,21,positif
dokternya cepat sekali jawabnya dan bertanya dengan,4,positif
sangat membantu mencari solusi keluhan medis,4,positif
sangat membantu sekali semoga bermanfat buat penguna aplikasi dan juga dokternya,5,positif
pelayananya baik dan ramah hal yang pribadi yang tidak bisa ungkapin secara langsung bisa blak disini tanpa perlu khawatir dan malu,1,netral
mantap aplikasi dari juga chat langsung respon,6,positif
sangat membantu sekali dan bermanfat terima kasih halodoc,10,positif
sangat membantu sekali dan sekaligus disarankan obat apa yang harus digunakan walau awalnya agak susah karena banyak yang sibuk dokternya,-16,negatif
yang penting respon cepat dan konsultasinya menyenangkan serta cespleng,9,positif
aplikasinya bantu banget buat irt yang tidak bisa keluar rumah buat beli obat vitamin susu dulu cuma ada beberapa obat yang tidak ada mungkin harus lebih diperbanyak apotik soalnya ada apotik dekat rumah saya yang tidak terjangkau tidak ada diaplikasi padahal apotiknya lumayan lengkap cuma kalau sistem daftar sendiri saya nomor coment,-39,negatif
sangat membantu sekali unt konsulnya bisa jadi masukan sebelum kita pergi kedokter unt periksa mksih halodoc,3,netral
ada dari yang cepat respon ada yang nomor cukup senang kalau yang respon,-4,negatif
sangat membantu dokternya ramah dan penjelasanya jelas,13,positif
aplikasi yang menyenangkan respon dokternya cepat,0,netral
aplikasi yang sangat bagus chat langsung di jawab ini memang aplikasi membantu sekali dalam kesehatan,11,positif
ini sangat membantu sekali saya sangat puas saran dari dokter bisa di terima dan di pahami dengan mudah dokternya juga komplit apalagi saya punya baby yang masih bulan yang masih harus saya pantau kesehatan dengan adanya halodoc ini sangat membantu,6,positif
keren kita bisa langsung berkonsultasi sama dokternya tanpa harus ribet,-3,negatif
sangat sangat sangat membantu dokternya juga ramah sabar dalam menjawab pertanyan pasien,26,positif
sangat ramah dokternya mudah mengerti memahami semoga selalu begitu namun banyak juga yang sibuk yah jadi susah cari dokter untuk konsultasi,19,positif
apl ini sangat membantu saya dokternya juga ramah banget terimasih untuk halodoc,10,positif
saya kasih bintang dokter ramah penjelasan mengenai keluhan di tangapi dengan baik namun sayang tidak ada resep obat yang di kasih harus mengunjungi klinik lagi untuk penanganan lebih lanjut tapi semua bagus terima kasih aflikasinya sangat membantu,12,positif
sangat membantu bagi kita yang sibuk bisa menjaga kesehatan terimakasih,10,positif
aplikasi sangat baik terobosan di jaman makin moderen,2,netral
aplikasinya bagus sangat membantu sekali praktis cepat dan dokternya ramah sekali,19,positif
saya baru pertama download apk ini tapi kenapa sat saya buka beranda hanya loading saja tidak bisa dioperasikan aplikasinya padahal saya ingin chat dengan dokter mohon kinerja aplikasi agar diperbaiki,-18,negatif
bagus banget dokternya ramah banget konsul dengan dokternya langsung recomend banget gratis daripada jauh dokter ngabisin biaya mahal,14,positif
recomended banget dokter past respon memberikan solusi juga,6,positif
sangat membantu sekali bisa konsultasi di aplikasi ini karena untuk konsultasi ke dokter secara langsung saya tidak punya biaya,3,netral
sangat berguna untuk kebutuhan keluarga,16,positif
aplikasinya bagus dan sangat membantu serta dokter dalam menjawab chat pasien cepat,20,positif
bisa mendapatkan saran dan nasehat baik dari dokter dokter yang sudah berpengalaman,4,positif
dokternya ramah chat cepat ditangap sukses terus halodoc,14,positif
bagus kalau bisa di tambahkan format pdf untuk surat ijin sakit dari pihak halodoc sesudah konsul dengan dokter pasti banyak yang membutuhkan untuk pekerja sat ijin sakit terimakasih,-6,negatif
cepat ramah dan efektif,13,positif
apk sangat membantu untuk mempermudah konsultasi dengan dokter yang kita inginkan dan sesuai dengan keluhan yang kita rasakan,-3,negatif
saya sangat menyukai aplikasi ini karena apa yang kita tanyakan langsung di respon dengan baik oleh dokternya,-3,negatif
awalnya malu ke psikiater takut dikira gila tapi setelah lihat di halodoc ada dokternya jadi tidak susah datang ke klinik thankyou halodoc sangat membantu sekali,-3,negatif
luar biasa aplikasinya jangan bosan bosan memberi gratis untuk chat dengan dokternya,8,positif
sangat simple dan membantu,10,positif
dokter ramah dan penjelasanya mudah di pahami,9,positif
sangat membantu respon cepat dokter ramah,17,positif
pelayanan cepat sangat puas dengan dokternya terimakasih,17,positif
aplikasi bagus konsultasi langsung direspon dokter terima kasih sangat bermanfat,11,positif
sangat puas dengan jawaban dan respon dokternya sangat cepat,17,positif
respon dokter cepat dan jawabanya mudah dipahami,9,positif
aplikasinya sangat bermafat di sat urgent dan butuh konsultasi bisa dilakukan kapan saja,-2,netral
bagus aplikasinya bisa sharing sama dokter lansung pokonya mantul,6,positif
terimaksih untuk bantuanya tapi kalau boleh usul sebaiknya jangan terlalu lama merespon sukses selalu halodoc,3,netral
bagus sekali kita dengan mudah bisa berkonsultasi lebih awal dengan dokter sebelum kita memutuskan untuk berobat langsung,11,positif
aplikasi ini sangat membantu saya dan keluarga ketika tidak dapat bertemu lgsung dengan dokter dokternya ramah dan memberikan saran yang tepat terima kasih,9,positif
aplikasi bagus dokter ramah dan melayani dengan baik semoga bermanfat untuk semuanya,8,positif
terimakasih halodoc sudah hadir di indonesia sunguh sangat membantu saya merasa terbantu akan adanya apl halodoc semoga selalu bisa membantu pasien pasien terimakasih banyak juga sama dokter gunawan og sudah membantu saya dokter ramah baik,41,positif
bisa chat langsung dengan dokter spesialis jadi lebih tenang kalau ada permasalahan tentang kesehatan terimakasih halodoc,26,positif
walaupun konsultasi tidak langsung face to face tapi jawaban cukup memuaskan terima kasih halodoc,8,positif
bagus dokternya responya ramah dan lebih memudahkan mungkin lebih cepat kali responya soalnya dibatasi waktu but its worth it,12,positif
baru mulai tombol mulainya tidak bisa diklik,-4,negatif
aplikasi yang sangat membantu semoga bisa bermanfat kepada banyak orang,3,netral
sampai suruh fotoin keadan anak saya aplikasi bermanfat bisa untuk pertolongan pertama,-6,negatif
sangat membantu masalah kesehatan terutama saya punya anak pertama,4,positif
