userName,score,at,content
Kinanti Asmarulhusna,1,2019-04-12 12:43:58,"waktu itu ada metode pembayaran di tempat ko skrg gaada ya. menurut saya netral aja smua metode ada, kan ga smua org punya debit"
rini kaseng,5,2019-04-12 12:18:44,"Berkat aplikasi ini., Saya bisa konsul sblum ke puskesmas atau r.s., Jadi nggk capek2 ngantrii... Tq halodoc"
Dyah Ayu,4,2019-04-12 11:07:19,kok sekarang gak bisa bayar di tempat ya? badahal udah bagus aplikasi nya
Qori Ramadhani,5,2019-04-12 10:29:08,alhamdulillah sangat membantu.. saya gak perlu mahal2 konsultasi dg dokter spesialis kulit.. jawaban dan resep nya pun sgt membantu. terimakasih halodoc!!!
Irsan Mardiansyah,4,2019-04-12 09:36:13,"saat isi saldo, bagus nya ditambah lagi opsi pembayarannya, misal alfamart atau indomart, akan sangat membantu apabila saldo rekening habis. good job tingkatkan lagi, aplikasi yg cukup membantu"
Dewi Puspitasari,5,2019-04-12 07:31:45,cukup puas dgn tanya jawabnya. tapi diakhirnya belum selesai sudah ditutup duluan..
Dewi Lailatul Farida,3,2019-04-12 06:13:09,"Pelayanannya sudah bagus, tapi saran saja. Jika stock produk sedang kosong, mohon diberi keterangan di deskripsi produk, jangan pas udah milih dan lanjut di keranjang baru muncul keterangan ""TIDAK TERSEDIA"". Karena sering kali saya lagi butuh produk tersebut, tapi sedang kosong. 🙏"
Niken Pratiwi,5,2019-04-12 05:29:46,membantu sekali d saat urgent. respon dokter juga cepat.
Meihartania Sherins,5,2019-04-12 05:15:51,"sangat membantu, apabila mau order atau kebutuhan lainnya. konsul dokter pun di respon dengan baik, tanpa dikenakan biaya. 👍🏻👌🏼👌🏼👌🏼👌🏼👍🏻👍🏻👍🏻👍🏻"
Andry Hery,5,2019-04-12 03:28:43,Baru coba ternyata Dokternya baik dan bahasa nya gaul. jadi tidak susah menyesuaikan bahasa dengan pendidikannya.. Good
Lailatus Juhanaffah,4,2019-04-11 15:46:46,"pelayanan sangat cepat,baik ramah"
Novi Supriyadi,5,2019-04-11 15:26:04,aplikasinya bagus aku suka bgt sangat brmnfaat ..jawaban dr dokternya juga sangat rinci
Farhan Farhana,5,2019-04-11 13:08:48,bagus apk nya sangat membantu bgt dokternya ramah2 kasih masukannya
Muhammad Reza Akbar,5,2019-04-11 11:59:53,"aplikasi membantu banget, lagi jauh dari keluarga, bisa tetep beliin obat. beli pertama gratis ongkir, semoga bisa terus gratis ongkir"
Darusman Abah,5,2019-04-11 11:54:28,"oke bagus,....hanya map (posisi driver) dgn sebenarnya tidak akurat...."
Maulani Fitri Fadlilah,4,2019-04-11 11:15:52,"Maaf sekali. Beberapa kali saya konsultasi, namun entah kenapa selalu ceklis 1. Baru setelah konsultasi selesai saya baru bisa melihat balasan dokternya. Dilihat dari waktu membalas pesan itu cepat sekali, tapi aneh kenapa saya baru bisa lihat itu ketika sesi berakhir. Saya coba refresh tapi tak muncul2 baru muncul saat sesi berakhir. Saya sudah 2 kali mengalami hal serupa, saya takut saya yg dicap tidak menghargai dokternya padahal systemnya yg bermasalah. Mohon bantuannya 🙏🏻"
Rara Mirah Nurtasyah,5,2019-04-11 10:33:03,selama ini memuaskan ya.. selalu memberi respon yg terbaik hingga saya tidak usah pergi ke klinik 😊😊
Bang Jay,5,2019-04-11 10:25:24,"Mudah digunakan, menghemat waktu juga biaya, dan yang pasti sangat membantu mendapatkan informasi langsung dari Dokternya."
Mernawati DS,5,2019-04-11 08:57:41,"Sangat membantu dan bermanfaat sekali, terimakasih halodoc 😊"
Ronaldo Djawa,5,2019-04-11 07:28:30,respon pembelian dan pengiriman nya cepat pake gojek juga jd lbh mudah.
Ayu Nada,1,2019-04-11 05:33:55,"sangat lamaaaa proses nya ,padahal kemarin kemarin enggak kok sekarang lama bgt proses nya"
Fadlil Al Habib,1,2019-04-10 21:30:17,saya tidak bisa membeli obat yang saya inginkan padahal itu darurat dan akhirnya tetap adik saya yg jalan ke apotik terdwkat jadi sayang2 saya sudah mengisi wallet saya sangat kecewa !! apa gunanya saya mengisi jika saya tidak bisa memesan barang??
Khusnu Ddin,5,2019-04-10 21:11:14,"Ini aplikasi luar biasa kita dapat bertanya dengan dokter kapanpun dimanapun, adadapun resep obat dapat diantar dengan mudah 😀"
Suryasora,3,2019-04-10 15:38:24,"Tolong dong fitur pembayaran FINTECnya ditambah, Link Aja atau OVO gitu, kasihan yg ga pake Go-Pay, atau ga punya kartu kredit, jadi susah mau bayar"
Wikha Yolanda,5,2019-04-10 14:56:50,"sangat sangat sangat membantu ketika urgent butuh obat. apalagi bagi org yg mobilisasinya susah. g macet2, g cari apotik, tinggal pencet2, bayar, nyampee 👍👍👍"
Khornaylius Andrew Rafael,5,2019-04-10 13:01:31,"simple,jelas dan sangat membantu"
Harry Tanthe,5,2019-04-10 12:29:01,"keren nih aplikasi, kalau mau konsultasi dan beli obat jadi gk harus keluar rumah ... tingkatkan terus pelayanannya dan juga promonya ya ..."
Ica eriza,2,2019-04-10 07:56:36,aplikasi error saya mau check harga setelah dpet rekomendasi obat dr dokter mohon perbaikan nya
Rosa Arlina Nurulita,5,2019-04-10 01:25:02,terimakasih terhadap aplikasi ini memudahkan penderita berkonsultasi dengan mudah dengan dokter tanpa bayar sedikitpin
Yunita Farlina,5,2019-04-10 00:13:55,"terima kasih, tadi pagi saya request konsultasi ke spesialis jantung, dan alhamdulillah responsnya sangat cepat dan baik sekali. terima kasih halodoc, terima kasih dokter Zainuddin"
Novendra Arif,5,2019-04-09 16:58:02,"sangat membantu, saya pesan obat jam 12 malem dan kebetulan rumah saya terpencil. Tetap di antar dengan cepat dan pesanan sesuai n dipacking rapih."
The K2 KenanKaigan,5,2019-04-09 16:53:28,"membantu sekali,mantap. diteruskan pelayanan nya"
Ayuni Lathifah,5,2019-04-09 14:52:05,suka sangat membantu sekedar sharing dunia kesehatan
Ari Cembre,3,2019-04-09 13:08:02,"pelayanan dokternya ramah, namun ada yg detail dan ada yg sedikit cuek"
FRITZ EMERSON,5,2019-04-09 12:15:09,"Aplikasi yang bagus dan sangat membantu, aaplagi utk konsultasi penyakit dengan Dokter di Halodoc sangat membantu banget. Terima kasih Halodoc."
Sonia Suzma Azmi,4,2019-04-09 11:55:17,not bad lah...baru pertama kali pake app ini...di awal2 koq drivernya berubah-ubah ya...sampe 3x berubah. tp alhamdulillah lancar setelah itu
Nova Zareen,5,2019-04-09 10:03:39,"Sangat membantu, dokternya sangat baik baik semoga dotker disini slalu sehat dan bahagia . terimakasih halodoc"
muhammad yusuf,1,2019-04-09 09:53:51,"hati2 belanja di halodoc barang tidak sampai, jangji mau di kembalikan saldonya tapi sampai saat ini uang tidak kembali, udah isi saldo mau buka aplikasi tidak bisa, hilang sudah uang yang terisi di halodoc, unstal lebih baik, biar buat nyumabang aja tu saldo yang sudah saya isi"
Indri Anastasari,5,2019-04-09 06:34:45,"alhamdulillah seneng bisa konsul lewat app ini dokternya sabar menjawab pertanyaan saya yang kepo sama penyakit saya sendiri, terimakasih halodoc"
Sumantri Pribadi,5,2019-04-09 05:37:14,pengiriman cepat dan gratis
Anggar Wati,2,2019-04-09 05:17:10,Saya sdh cukup lama menggunakan aplikasi ini tp bru td ak kecewa krn tdk direspon sama sekali sama dokternya... Entah karena koneksi atau apa tapi pesan yg saya kirimkan terkirim. Padahal saya lagi membutuhkan obat untuk tidur... Saya harap jika konesik tdk stabil harap di busy kan agar engak ad pasien yg konsul.
Gita Putri,1,2019-04-09 04:24:55,awalnya saya sangat tertarik dg halodoc tpi belakangan ini sangat kecewa karena pembayarannya tidak bisa cash/tunai.... tidak semua org bisa mengunakan dompet halodoc/gopay/mobile banking.. saran saya diadakan lagi pembayaran cash/tunai dri pada nanti banyak customer halodoc yg pergi.. terima kasih
Ike Febriana,5,2019-04-08 14:42:16,"terimakasih halodoc sangat² membantu.. alhamdulillah dokter²nya kompeten & obatnya manjur 😀😍🙏 hanya sj untuk pembelian obat²an via aplikasi masih susah, obat sering tdk ad stok"
yongky haryanto,5,2019-04-08 13:43:00,"pelayanan cepat, harga bersaing....trims"
Sendi Cahyono,4,2019-04-08 13:42:49,"Dokter nya ramah walaupun rata rata respon nya lama saat jam kerja, tapi gak papa sangat membantu kok"
bella sefira putri,5,2019-04-08 13:23:33,"sangat membantu sekali.. udah dari lama pengen nnya ke dokter kulit, tpi selalu ragu klo dateng langsung tkut mahal, tpi karna ada apk halodoc jadi terbantu bangeet..."
Hendi Suhendi,5,2019-04-08 12:52:52,saya punya masalah tentang gigi saya yg Ada kuning kuningnya seperti karat trus tdk pede ketika bicara karena bau ..tolong cara Atasnya bgaimna kalau obat apa dimn belinya..makasih
Abdulloh salam,1,2019-04-08 09:45:12,"Sumpah gak guna, Nyari jawaban penyakit apa, Dokter nya nanya terus tapi akhir nya di suruh kerumah sakit saja, untuk mengetahui penyakit nya, Terus ni aplikasi apa guna nya?"
Muslim,5,2019-04-08 09:31:28,"pengiriman obat sangat cepat, makasih halodoc sangat membantu gak usah antri diapotik, tinggal nunggu pesanan datang"
RENNY AMALIA,5,2019-04-08 09:12:24,respon dari dokter cepat tanggap dan jawabannya memuaskan. trm ksh halodoc. good application
Radex Van Phora,5,2019-04-08 09:02:13,saya sangat terbantu dengan adanya aplikasi ini. Terimakasih halodoc sukses selalu.
Agus kece,5,2019-04-08 08:37:22,mempercepat dan mempermudah yang sedang sakit
Ali Syani,5,2019-04-08 08:32:35,"bestlah ini aplikasi sobat misqueen seperti saya ini jadi bisa komunikasi langsung dengan dokter tanpa bayar, daaaan yang paling bagus dari ini aplikasi adalah itu dokter asli bukan komputer yang jawab 👍👍👍👍✌️"
Sumi Yati,4,2019-04-08 08:04:24,"respon nya sangat cepat ,cara menggunakan nya sangat gampang ,sangat membantu sekali untuk kami yg tinggal jauh dari dokter atau bidan"
Febi Mutia Sani,5,2019-04-08 07:55:12,"sangat membantu! disaat kerjaan kantor numpuk dan perlu obat tapi gabisa keluar kantor halodoc cepat dan obat sesuai yg dipesan, ga lebih dari 30menit obat yg diperlukan langsung sampai. terimakasih halodoc🙏"
Jinnydarren Darren,3,2019-04-08 07:10:08,"aplikasi ini sudah bagus,interaksi cepat,hanya saja agak membingungkan untuk transaksi pembayaranya,mungkin varian pembayaran bisa di tambahkan supaya aplikasi bisa di gunakan smw kalangan"
Widi Sarira,5,2019-04-08 06:10:09,"dokter nya baik, dan pertanyaan nya cepat d jawab. sangat membantu"
Ndilossa,5,2019-04-08 05:30:34,Sangat terbantu dengan aplikasi ini. mudah dan cepat. untuk obat lumayan lengkap. Terimakasih
helda ratna,5,2019-04-08 04:45:21,"bagus, obat lengkap, driver nya juga ramah dan cepat, cuma kurang nya untuk pembayaran tunai blom ada"
Dela Ari,5,2019-04-08 03:06:26,sangat ramah dan penjelasan yang di berikan sangat jelas
wiro sableng,1,2019-04-08 03:05:21,kemarenan bisa bayar cash dan sekarang gak bisa bayar cash harus isi saldo dulu..ribet amat!!! klo bisa gw kasih bintang seperempat. 👎👎👎
Razka Muhammad,1,2019-04-08 01:57:11,"kenapa skr gk bisa bayar di tempat.... padahal ini aplikasi sangat"" membantu sekali"
G-Cell hehe,5,2019-04-07 20:52:17,terbantu dengan aplikasi ini untuk konsultasi dengan dokter ditambah lg karna promo gratisnyA dalam konsultasi ... semoga aplikasi ini bisa berkembang dan selalu memberikan pelayanan yang terbaik untuk setiap penggunanya ...
Illegitimi Non Carborundum,1,2019-04-07 15:01:03,"Menurutku masih mending googling sendiri sih kalo dokter cuma jawab singkat dan tidak menjelaskan, padahal kita sudah menguraikan keadaan dengan rinci dan panjang lebar kondisi kesehatan kita dan sbenernya yang kita butuhkan adalah informasi terkait keadaan itu langsung dari dokter dan sukur2 ada informasi tambahan. Ya kalo cuma disuru langsung periksa ke Dokter, untuk apa aplikasi ini? Paling tidak kan kita dapat bekal informasi dulu dari app ini spy saat periksakan diri ke dokter jd lebih siap"
Ayu Rk,5,2019-04-07 08:53:59,Sangat membantu banget dikala sakit dan gabisa beli obat sendiri
Riyayandari Tjipto,5,2019-04-07 04:59:11,aplikasi yg memudahkan banget.sangat membantu.apalagi pas lagi sakit sendirian.makasih halodoc 😘
Amanda Sevrillia,4,2019-04-07 04:45:58,Aplikasi ini cukup membantu utk berobat dan membeli obat yg di butuhkan. Namun untuk layanan konsul ke dokter perlu ditingkatkan agar tidak menunggu terlalu lama. Dan mungkim bisa di tambahkan untuk layanan Dokter Hewan. Terkadang itu cukup membantu apalagi bagi masyarakat yang memiliki hewan peliharaan dan sangat membutuhkan pengobatan hewan di waktu yg mendesak. Semoga komentar dan saran ini dapat di perhitakan oleh pihak Halodoc. Thanks.
William Tantrie,5,2019-04-07 01:45:46,dokternya ramah. cukup detail. sangat membantu. jelas n lugas..
Oktaviana Na,5,2019-04-07 01:18:42,"sangat membantu,respon cepat sekali makasih halodoc"
Dyah Pratiwi Saraswati,5,2019-04-06 23:22:58,"alhamdulillah aplikasi ini sangat membantu, untuk yang cukup sibuk dan tidak bisa ke klinik atau ke rumah sakit langsung, bisa konsultasi dengan para dokter lewat aplikasi ini, sangat membantu. terima kasih."
Desi Akila,5,2019-04-06 17:32:12,"sangat membantu dan saya sangat puas karena bisa langsung dikasih resepnya, terima kasih halodoc."
Bobby Chandra Ardian,4,2019-04-06 11:45:12,"Tidak semua dokter menjawab dengan lengkap(mungkin sibuk) , tapi secara keseluruhan saya puas dengan aplikasi ini"
Nerazurri Fans,5,2019-04-06 10:17:22,Sangat bermanfaat. Ketika kondisi saya tidak bisa ke mana2 dan tidak ada yg bisa dimintai bantuan. Aplikasi ini sangat membantu saya utk membeli dan mengantarkan obat sampai tujuan. Semoga ke depannya banyak inovasi baru yg meningkatkan pelayan kepada pemakai aplikasi ini. Terima kasih
Xiaomi pejab.benauchanel.,5,2019-04-06 09:55:44,"sangat membantu, jika bertemu dokter yang tepat cuma sedikit ragu dengan obat apotik yang dianjurkan takutnya tidak sesuai dengan gejala yang dialami"
Baladhika Arief Rachmansyah Putra,5,2019-04-06 07:33:22,dengan adanya aplikasi ini semuanya di permudah terima kasih halodoc good APK HALODOC
Sulistyo Pradana,5,2019-04-06 05:27:28,aplikasi terbaik. bisa konsultasi gratis langsung dengan dokter
jimmy hansen,5,2019-04-06 04:18:26,fast respon... dokter nya ramah... apa yang di sampaikan jelas.... mudah mudahan semua dokter seperti ini.... terimakasih
Kak Ita,5,2019-04-06 03:12:19,"sebagai seorang mahasiswa saya sangat puas karena ketika sakit tidak usah langsung ke dokter yang bayarnya lumayan mahal dan antrinya lumayan lama, tinggal konsultasikan ke halodoc dokter dokter profesional langsung memberikan saran terbaiknya, sekaligus obat nya gratis ongkir.. semoga kedepannya konsultasi tetap gratis ya hehe"
evelyne tanugraha,4,2019-04-06 03:04:28,"Lumayan membantu sih, hanya saja mungkin untuk daerah yang sinyalnya nggak lancar, akan kesulitan menggunakan aplikasi ini."
armin burhan,5,2019-04-06 02:34:48,membantu sekali dan ak perlu ngantri lagi
Neti Sutjiati,5,2019-04-05 14:54:36,"untuk keseluruhan okee , kalo boleh saran di tambah lagi pembayaran melalui tunai soalnya kalau gopay nya lagi habis mau isi gopay dulu repot"
GALANG PANDU S,5,2019-04-05 13:45:58,sangat membantu cepat dan betanggung jawab kita hanya nunggu dirumah obat sudah datang kalau tidak kita biasanya antri sampai kurang lebih 2 jam untuk menunggu di apotik Rumah sakit
Irmawati yundari,5,2019-04-05 12:45:00,"sangat puas , pengantaran cepat dan gratis ongkir"
Renny Sunita,1,2019-04-05 12:06:33,sangat kecewa krn tdk bs bayar ditempat lagi... padahal bayar ditempat sangat membantu dan sangat memudahkan... tp ternyata udah ga bs lagi... auto uninstal
Wenny Rasmawati,5,2019-04-05 11:34:20,dokternya baik dan mau memberi saran obat yang cocok
Lita Putri Juarinda,4,2019-04-05 11:26:30,"Udh coba konsultasi dgn dokter disni dan jg beli obat nya, dikirim kurang lbh 1 jam fast respon. Mudah2 an obat nya cocok dan cpt sembuh"
Bambang Irawan,1,2019-04-05 10:31:56,gak bisa bayar ditempat. padahal sudah pernah beli 2x kirim dan bayar ditempat.
Ainul Mardiyah,5,2019-04-05 07:56:07,"sangat sangat membantu se x , udh 2 x pke jsa halodoc buat antar obat ibu saya , dri lm"" mengantri , sampai hujan deras sekalipun obat nya tetap di antar sampai rumah , klo ada bintang nya 10 , 10 10 nya sy klik"
arsel prasojo,5,2019-04-04 19:58:38,Aplikasi yg sangat bagus.. Respon dokternya cepat..sangat berguna ditengah malam yg kondisinya darurat.. Terima kasih Halodoc Terimakasih Dokter Risky
adityarizky ningrama,5,2019-04-04 19:24:42,sangat cepat dan sangat membantu di saat membutuhkan. terima kasih banyak
Rina Indriani,4,2019-04-04 14:53:27,"alhamdulillah, aplikasi ini membantu banget dibanding berobat ke klinik atau bidan praktek, dikasihnya obat generik tp bayar jasa pelayanan nya selangit."
Sepriadi Andana31,1,2019-04-04 14:50:14,aplikasinya knp ini udah lagi buru2 masukin no hp verifikasi muncul kagak kodenya dibilang salah masukin kecewa
Deddy Gunawan,1,2019-04-04 14:46:31,saya daftar pakai nomor tri sebelas digit tidak bisa. sms kode tidak terkirim. padahal gojek saya yg ada saldo gopaynya di nomor tri itu
Ika Wahyuni,5,2019-04-04 14:45:10,sangat membantu dalam mencari solusi kesehatan tanpa harus datang ke klinik atau rumah sakit.
awaludin akbar,5,2019-04-04 13:13:17,"mantap jiwa,dokternya ramah dan fast respon serta diberikan solusi yang tepat"
bunan joss,5,2019-04-04 12:42:56,sangat efisien dan fleksibel trimaksh halodoc
Elisabet Marianahy,5,2019-04-04 12:41:50,tanggapan jelas dan cepat
Lambang Aris,2,2019-04-04 12:35:46,"gak bisa set lokasi padahal alamat sudah benar, udh sakit malah tambah nyusahin"
Gunung Budidaya,5,2019-04-04 12:35:06,"Cukup membantu..ketika kita jauh dari saudara atau tetangga yg tidak bisa mengantar ke dokter ketika kita sakit...kita bisa memanfaatkan aplikasi halodoc.., Semoga Aplikasi ini bisa berkembang dan memberi pelayanan yg baik bagi penggunanya.. Aamiin.."
Heru Firmansyah,3,2019-04-04 11:45:41,"mau masuk harus verifikasi, sudah masuk verifikasi malah servernya gak nyambung 😁"
Mrs. H,5,2019-04-04 11:04:44,"dokter menjelaskan dengan sangat rinci. diberikan sesi tanya jawab selama 1 jam. untuk saat ini masih free. karena masih pelanggan baru. tapi sepadan kok jika memang diharuskan membayar, karena dokternya memang dokter spesialis. dan harga obat disesuaikan dengan harga obat yg ada di apotek terdekat yg telah bekerja sama dengan halodoc. jadi relatif ya... semoga semakin sukses dan terus berkembang. terima kasih."
Futtry Keocill,4,2019-04-04 10:12:44,aplikasi.y sih bagus.. cuma bingung cara nembusin obat.y .. klo bs byr ditmpat mgkin lbh mudah.. .. syg chattingan.y ga bs di hapus stelah selesai sesi..
ayutrie putri,3,2019-04-04 08:37:11,"selamat sore pihak halodoc, saya pengguna baru kemarin sempat tanya jawab sama salah satu dokter disini, tapi kenapa sekarang tidak bisa dicari lagi ya dokter yang sama??? padahal sudah dicoba berkali"" tetap tidak bisa"
Dewi Sri,5,2019-04-04 03:52:16,"Sangat membantu buat yang sakit tapi tidak punya waktu atau orang lain/keluarga yang bisa bantu untuk mengambil/membelikan obat. Terima kasih sekali dengan aplikasi ini dan semua orang yang berhati baik dibalik semuanya. Semoga kalian diberkahi kesehatan, panjang usia, dan kebahagiaan."
