userName,score,at,content,cleaned_content,cleaning_data,stopword_comment,Normalization,Remove_noise
dede fuji abdul,3,2022-03-13 10:14:30,"Untuk layanan dokternya sih engga ada masalah, eh pas beli obat masa iya apotek nya jauh banget sampe 30km, kebanyakan jadi dicancel","untuk layanan dokternya sih engga ada masalah, eh pas beli obat masa iya apotek nya jauh banget sampe 30km, kebanyakan jadi dicancel",untuk layanan dokternya sih engga ada masalah  eh pas beli obat masa iya apotek nya jauh banget sampe km  kebanyakan jadi dicancel,untuk layanan dokternya sih enga ada masalah eh pas beli obat masa iya apotek nya jauh banget sampe km kebanyakan jadi dicancel,untuk layanan dokternya sih enga ada masalah eh pas beli obat masa iya apotek nya jauh banget sampai kamu kebanyakan jadi dicancel,untuk layanan dokternya enga ada masalah beli obat masa apotek jauh banget sampai kamu kebanyakan jadi dicancel
Lucas Nct,4,2022-03-13 09:24:24,App nya bagus TPI d saran kan buat pembayaran nya jgn gopay tolong d tambahkan dana 🙏,app nya bagus tpi d saran kan buat pembayaran nya jgn gopay tolong d tambahkan dana 🙏,app nya bagus tpi saran kan buat pembayaran nya jgn gopay tolong tambahkan dana  ,ap nya bagus tpi saran kan buat pembayaran nya jgn gopay tolong tambahkan dana ,apa nya bagus tapi saran kan buat pembayaran nya jangan gopay tolong tambahkan dana,apa bagus tapi saran buat pembayaran jangan gopay tolong tambahkan dana
Andi Wijaya,5,2022-03-13 09:13:20,Cepat tepat dan memudahkan,cepat tepat dan memudahkan,cepat tepat dan memudahkan,cepat tepat dan memudahkan,cepat tepat dan memudahkan,cepat tepat dan memudahkan
isty pratama,5,2022-03-13 08:30:37,Terimakasih halodoc.. .. disaat smua apotek tdk mau nrima resep digital .. ..dsni lengkap dqn smua obat ank sy ada,terimakasih halodoc.. .. disaat smua apotek tdk mau nrima resep digital .. ..dsni lengkap dqn smua obat ank sy ada,terimakasih halodoc      disaat smua apotek tdk mau nrima resep digital      dsni lengkap dqn smua obat ank sy ada,terimakasih halodoc disat smua apotek tdk mau nrima resep digital dsni lengkap dqn smua obat ank sy ada,terimakasih halodoc disat semua apotek tidak mau nrima resep digital dsni lengkap dqn semua obat anak saya ada,terimakasih halodoc disat semua apotek tidak nrima resep digital dsni lengkap dqn semua obat anak saya ada
Via Lusinia,1,2022-03-13 08:29:23,"Lagi butuh chat dokter, udah beberapa kali coba gak bisa, selalu dokter tidak tersedia, aku coba dokter lain, juga sama aja...","lagi butuh chat dokter, udah beberapa kali coba gak bisa, selalu dokter tidak tersedia, aku coba dokter lain, juga sama aja...",lagi butuh chat dokter  udah beberapa kali coba gak bisa  selalu dokter tidak tersedia  aku coba dokter lain  juga sama aja   ,lagi butuh chat dokter udah beberapa kali coba gak bisa selalu dokter tidak tersedia aku coba dokter lain juga sama aja ,lagi butuh chat dokter sudah beberapa kali coba tidak bisa selalu dokter tidak tersedia aku coba dokter lain juga sama saja,lagi butuh chat dokter sudah beberapa kali coba tidak bisa selalu dokter tidak tersedia aku coba dokter lain juga sama saja
Didin S Tasripin,5,2022-03-13 05:29:14,Alhamdulillah .. respon cepat & obat cepat sampai 👍👍👍👍👍,alhamdulillah .. respon cepat & obat cepat sampai 👍👍👍👍👍,alhamdulillah    respon cepat   obat cepat sampai      ,alhamdulilah respon cepat obat cepat sampai ,alhamdulilah respon cepat obat cepat sampai,alhamdulilah respon cepat obat cepat sampai
yuni eko,5,2022-03-13 05:13:45,Saya suka dokter ramah dan cepat respon,saya suka dokter ramah dan cepat respon,saya suka dokter ramah dan cepat respon,saya suka dokter ramah dan cepat respon,saya suka dokter ramah dan cepat respon,saya suka dokter ramah dan cepat respon
Vioni Saraswati,5,2022-03-13 04:47:49,Layanan yg bagus.... mudah dan gak ribet...,layanan yg bagus.... mudah dan gak ribet...,layanan yg bagus     mudah dan gak ribet   ,layanan yg bagus mudah dan gak ribet ,layanan yang bagus mudah dan tidak ribet,layanan yang bagus mudah dan tidak ribet
Anjas Bastaman,5,2022-03-13 04:36:25,Simple ga ribet,simple ga ribet,simple ga ribet,simple ga ribet,simple tidak ribet,simple tidak ribet
Laily Nur Habibah,4,2022-03-13 03:11:16,Cukup membantu.,cukup membantu.,cukup membantu ,cukup membantu ,cukup membantu,cukup membantu
Alnajah Berkah,5,2022-03-13 02:38:37,"Sangat membantu, sy yg malas","sangat membantu, sy yg malas",sangat membantu  sy yg malas,sangat membantu sy yg malas,sangat membantu saya yang malas,sangat membantu saya yang malas
laksmikaruni Kartikawati,5,2022-03-13 00:15:41,sangat membantu kami2 yg sakit krn berobatnya gx perlu keluar rumah.. Juga praktis dalam mendapatkan resep maupun obatnya... Makasih,sangat membantu kami2 yg sakit krn berobatnya gx perlu keluar rumah.. juga praktis dalam mendapatkan resep maupun obatnya... makasih,sangat membantu kami yg sakit krn berobatnya gx perlu keluar rumah   juga praktis dalam mendapatkan resep maupun obatnya    makasih,sangat membantu kami yg sakit krn berobatnya gx perlu keluar rumah juga praktis dalam mendapatkan resep maupun obatnya makasih,sangat membantu kami yang sakit karena berobatnya gx perlu keluar rumah juga praktis dalam mendapatkan resep maupun obatnya terima kasih,sangat membantu kami yang sakit karena berobatnya gx perlu keluar rumah juga praktis dalam mendapatkan resep maupun obatnya terima kasih
Megan dina,5,2022-03-13 00:10:23,"Berguna banget, recomended buat yang pengen konsul²","berguna banget, recomended buat yang pengen konsul²",berguna banget  recomended buat yang pengen konsul,berguna banget recomended buat yang pengen konsul,berguna banget recomended buat yang ingin konsul,berguna banget recomended buat yang ingin konsul
Qitafood,5,2022-03-12 23:49:34,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Zaka surya p.s,3,2022-03-12 22:41:07,Itu kupon untuk pengguna pertamanya kok pas di pake malah tidak valid,itu kupon untuk pengguna pertamanya kok pas di pake malah tidak valid,itu kupon untuk pengguna pertamanya kok pas di pake malah tidak valid,itu kupon untuk penguna pertamanya kok pas di pake malah tidak valid,itu kupon untuk penguna pertamanya kok pas di pakai bahkan tidak sah,itu kupon untuk penguna pertamanya di pakai bahkan tidak sah
niek prasetya,5,2022-03-12 21:30:28,Bagus dan responsif,bagus dan responsif,bagus dan responsif,bagus dan responsif,bagus dan responsif,bagus dan responsif
Lussy _712,1,2022-03-12 17:15:00,"Kecewa sihhh.. dokternya yg ngga bisa dihubungi tapi saldo gopay kepotong dan ngga balik.. kalo bikin aplikasi jangan nanggung2 dong, masa kita belom konsul udah motong saldo.. cepet kaya ngga tuhh!!!","kecewa sihhh.. dokternya yg ngga bisa dihubungi tapi saldo gopay kepotong dan ngga balik.. kalo bikin aplikasi jangan nanggung2 dong, masa kita belom konsul udah motong saldo.. cepet kaya ngga tuhh!!!",kecewa sihhh   dokternya yg ngga bisa dihubungi tapi saldo gopay kepotong dan ngga balik   kalo bikin aplikasi jangan nanggung dong  masa kita belom konsul udah motong saldo   cepet kaya ngga tuhh   ,kecewa sih dokternya yg nga bisa dihubungi tapi saldo gopay kepotong dan nga balik kalo bikin aplikasi jangan nangung dong masa kita belom konsul udah motong saldo cepet kaya nga tuh ,kecewa sih dokternya yang nga bisa dihubungi tapi saldo gopay kepotong dan nga balik kalau bikin aplikasi jangan nangung dong masa kita belum konsul sudah motong saldo cepat kaya nga itu,kecewa dokternya yang nga bisa dihubungi tapi saldo gopay kepotong dan nga balik kalau bikin aplikasi jangan nangung dong masa kita belum konsul sudah motong saldo cepat kaya nga itu
Nurul Aini,5,2022-03-12 16:31:17,Sangat membantu. Hanya saja untuk pemesanan obat saya lama sampainya hampir seminggu pdhl tidak terlalu jauh dari surabaya (tempqt apotek yg kirim). Sampai saya sudah dapat obat sejenis diapotik online tempat lain dalam hari itu juga. Jd skrng lebih prefer tebus resepnya terpisah dr halodoc biar lebih cepat.,sangat membantu. hanya saja untuk pemesanan obat saya lama sampainya hampir seminggu pdhl tidak terlalu jauh dari surabaya (tempqt apotek yg kirim). sampai saya sudah dapat obat sejenis diapotik online tempat lain dalam hari itu juga. jd skrng lebih prefer tebus resepnya terpisah dr halodoc biar lebih cepat.,sangat membantu  hanya saja untuk pemesanan obat saya lama sampainya hampir seminggu pdhl tidak terlalu jauh dari surabaya  tempqt apotek yg kirim   sampai saya sudah dapat obat sejenis diapotik online tempat lain dalam hari itu juga  jd skrng lebih prefer tebus resepnya terpisah dr halodoc biar lebih cepat ,sangat membantu hanya saja untuk pemesanan obat saya lama sampainya hampir semingu pdhl tidak terlalu jauh dari surabaya tempqt apotek yg kirim sampai saya sudah dapat obat sejenis diapotik online tempat lain dalam hari itu juga jd skrng lebih prefer tebus resepnya terpisah dr halodoc biar lebih cepat ,sangat membantu hanya saja untuk pemesanan obat saya lama sampainya hampir semingu padahal tidak terlalu jauh dari surabaya tempqt apotek yang kirim sampai saya sudah dapat obat sejenis diapotik online tempat lain dalam hari itu juga jadi sekarang lebih prefer tebus resepnya terpisah dari halodoc biar lebih cepat,sangat membantu hanya saja untuk pemesanan obat saya lama sampainya hampir semingu padahal tidak terlalu jauh dari surabaya tempqt apotek yang kirim sampai saya sudah dapat obat sejenis diapotik online tempat lain dalam hari itu juga jadi sekarang lebih prefer tebus resepnya terpisah dari halodoc biar lebih cepat
Ikoh Istikomah,5,2022-03-12 15:02:29,Okè banget murah juga halodoc,okè banget murah juga halodoc,okè banget murah juga halodoc,okè banget murah juga halodoc,okè banget murah juga halodoc,okè banget murah juga halodoc
atqiyyah sarah,5,2022-03-12 15:01:07,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Wahyu Hidayat,1,2022-03-12 11:49:19,"Proses refund sangat lama dan ribet, padahal pihak Halodoc ya sendiri yg membatalkan pesanan saya","proses refund sangat lama dan ribet, padahal pihak halodoc ya sendiri yg membatalkan pesanan saya",proses refund sangat lama dan ribet  padahal pihak halodoc ya sendiri yg membatalkan pesanan saya,proses refund sangat lama dan ribet padahal pihak halodoc ya sendiri yg membatalkan pesanan saya,proses refund sangat lama dan ribet padahal pihak halodoc iya sendiri yang membatalkan pesanan saya,proses refund sangat lama dan ribet padahal pihak halodoc sendiri yang membatalkan pesanan saya
jibson simbolon,5,2022-03-12 10:50:22,Sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali
Erwin Lugina YML,5,2022-03-12 09:15:00,"Makasih hallo doc,,, salam dari karawang","makasih hallo doc,,, salam dari karawang",makasih hallo doc    salam dari karawang,makasih halo doc salam dari karawang,terima kasih halo doc salam dari karawang,terima kasih halo doc salam dari karawang
septian ermawan,5,2022-03-12 09:14:35,Sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali,sangat membantu sekali
Arju Alfaiz,5,2022-03-12 09:09:40,Sangat membantu medis. Semoga terus dikembangkan aplikasinyaa. Pemerintah tolong danaiii.,sangat membantu medis. semoga terus dikembangkan aplikasinyaa. pemerintah tolong danaiii.,sangat membantu medis  semoga terus dikembangkan aplikasinyaa  pemerintah tolong danaiii ,sangat membantu medis semoga terus dikembangkan aplikasinya pemerintah tolong danai ,sangat membantu medis semoga terus dikembangkan aplikasinya pemerintah tolong danai,sangat membantu medis semoga terus dikembangkan aplikasinya pemerintah tolong danai
Aris Aris,4,2022-03-12 07:06:37,Ada beberapa dokter yg memberikan pemaparan yang jelas dan bisa mengobati kita,ada beberapa dokter yg memberikan pemaparan yang jelas dan bisa mengobati kita,ada beberapa dokter yg memberikan pemaparan yang jelas dan bisa mengobati kita,ada beberapa dokter yg memberikan pemaparan yang jelas dan bisa mengobati kita,ada beberapa dokter yang memberikan pemaparan yang jelas dan bisa mengobati kita,ada beberapa dokter yang memberikan pemaparan yang jelas dan bisa mengobati kita
Zakky Yamani,5,2022-03-12 06:42:14,Membantu untuk online sekarang,membantu untuk online sekarang,membantu untuk online sekarang,membantu untuk online sekarang,membantu untuk online sekarang,membantu untuk online sekarang
dwita maya Puspitasari,5,2022-03-12 06:07:06,Sangat membantu. Terutama dalam mencari obat . Dari pada susah2 cari kesana kesini yang belum tentu pasti ada mending pake aplikasi ini . Top,sangat membantu. terutama dalam mencari obat . dari pada susah2 cari kesana kesini yang belum tentu pasti ada mending pake aplikasi ini . top,sangat membantu  terutama dalam mencari obat   dari pada susah cari kesana kesini yang belum tentu pasti ada mending pake aplikasi ini   top,sangat membantu terutama dalam mencari obat dari pada susah cari kesana kesini yang belum tentu pasti ada mending pake aplikasi ini top,sangat membantu terutama dalam mencari obat dari pada susah cari kesana kesini yang belum tentu pasti ada lebih baik pakai aplikasi ini top,sangat membantu terutama dalam mencari obat dari pada susah cari kesana kesini yang belum tentu pasti ada lebih baik pakai aplikasi ini top
Tysa Bana,5,2022-03-12 05:45:01,"Bagus aplikasinya, sangat membantu, sukses terus halodoc","bagus aplikasinya, sangat membantu, sukses terus halodoc",bagus aplikasinya  sangat membantu  sukses terus halodoc,bagus aplikasinya sangat membantu sukses terus halodoc,bagus aplikasinya sangat membantu sukses terus halodoc,bagus aplikasinya sangat membantu sukses terus halodoc
Icha Wulandari,5,2022-03-12 05:29:15,Membantu sekali untuk pasien isoman,membantu sekali untuk pasien isoman,membantu sekali untuk pasien isoman,membantu sekali untuk pasien isoman,membantu sekali untuk pasien isoman,membantu sekali untuk pasien isoman
Erwin Beta Bastara,5,2022-03-12 05:02:06,Sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu,sangat membantu
Mauludina Rizqi,5,2022-03-12 04:39:21,"Dokter2nya ramah2 banget, saya senang dan puas mendapat pelayanan dari halodoc","dokter2nya ramah2 banget, saya senang dan puas mendapat pelayanan dari halodoc",dokternya ramah banget  saya senang dan puas mendapat pelayanan dari halodoc,dokternya ramah banget saya senang dan puas mendapat pelayanan dari halodoc,dokternya ramah banget saya senang dan puas mendapat pelayanan dari halodoc,dokternya ramah banget saya senang dan puas mendapat pelayanan dari halodoc
Ida wiwin A,5,2022-03-12 04:03:12,Cepat dan segera tanggap,cepat dan segera tanggap,cepat dan segera tanggap,cepat dan segera tangap,cepat dan segera tangap,cepat dan segera tangap
Gunawan Wijaya,5,2022-03-12 03:40:08,"Mantap respon cepat, akurat dan sangat membantu","mantap respon cepat, akurat dan sangat membantu",mantap respon cepat  akurat dan sangat membantu,mantap respon cepat akurat dan sangat membantu,mantap respon cepat akurat dan sangat membantu,mantap respon cepat akurat dan sangat membantu
asla 29,4,2022-03-12 03:31:05,"Kocak banget sumpah nungguin dokter nya terus dokter nya gak bisa konsultasi eh duitnya malah kepotong dan gak bisa di Kembaliin,UANG GUA KEMBALIIN!!! APP GAK JELAS,YG SALAH SIAPA YG NANGGUNG SIAPA KOCAKKK...","kocak banget sumpah nungguin dokter nya terus dokter nya gak bisa konsultasi eh duitnya malah kepotong dan gak bisa di kembaliin,uang gua kembaliin!!! app gak jelas,yg salah siapa yg nanggung siapa kocakkk...",kocak banget sumpah nungguin dokter nya terus dokter nya gak bisa konsultasi eh duitnya malah kepotong dan gak bisa di kembaliin uang gua kembaliin    app gak jelas yg salah siapa yg nanggung siapa kocakkk   ,kocak banget sumpah nunguin dokter nya terus dokter nya gak bisa konsultasi eh duitnya malah kepotong dan gak bisa di kembalin uang gua kembalin ap gak jelas yg salah siapa yg nangung siapa kocak ,kocak banget sumpah nunguin dokter nya terus dokter nya tidak bisa konsultasi eh duitnya bahkan kepotong dan tidak bisa di kembalin uang saya kembalin apa tidak jelas yang salah siapa yang nangung siapa kocak,kocak banget sumpah nunguin dokter terus dokter tidak bisa konsultasi duitnya bahkan kepotong dan tidak bisa di kembalin uang saya kembalin apa tidak jelas yang salah siapa yang nangung siapa kocak
