Remove_noise,sentimen,sentimen_negatif,sentimen_netral,sentimen_positif
terimakasih sudah membantu saya dalam urusan kesehatan aplikasi ini sangat bermanfat apalagi untuk anak kost seperti saya,positif,0,0,1
sangat membantu sekli dan informasi sangat berguna terima kasih halodoc,positif,0,0,1
dokternya cepat sekali jawabnya dan bertanya dengan,positif,0,0,1
sangat membantu mencari solusi keluhan medis,positif,0,0,1
sangat membantu sekali semoga bermanfat buat penguna aplikasi dan juga dokternya,positif,0,0,1
pelayananya baik dan ramah hal yang pribadi yang tidak bisa ungkapin secara langsung bisa blak disini tanpa perlu khawatir dan malu,netral,0,1,0
mantap aplikasi dari juga chat langsung respon,positif,0,0,1
sangat membantu sekali dan bermanfat terima kasih halodoc,positif,0,0,1
sangat membantu sekali dan sekaligus disarankan obat apa yang harus digunakan walau awalnya agak susah karena banyak yang sibuk dokternya,negatif,1,0,0
yang penting respon cepat dan konsultasinya menyenangkan serta cespleng,positif,0,0,1
aplikasinya bantu banget buat irt yang tidak bisa keluar rumah buat beli obat vitamin susu dulu cuma ada beberapa obat yang tidak ada mungkin harus lebih diperbanyak apotik soalnya ada apotik dekat rumah saya yang tidak terjangkau tidak ada diaplikasi padahal apotiknya lumayan lengkap cuma kalau sistem daftar sendiri saya nomor coment,negatif,1,0,0
sangat membantu sekali unt konsulnya bisa jadi masukan sebelum kita pergi kedokter unt periksa mksih halodoc,netral,0,1,0
ada dari yang cepat respon ada yang nomor cukup senang kalau yang respon,negatif,1,0,0
sangat membantu dokternya ramah dan penjelasanya jelas,positif,0,0,1
aplikasi yang menyenangkan respon dokternya cepat,netral,0,1,0
aplikasi yang sangat bagus chat langsung di jawab ini memang aplikasi membantu sekali dalam kesehatan,positif,0,0,1
ini sangat membantu sekali saya sangat puas saran dari dokter bisa di terima dan di pahami dengan mudah dokternya juga komplit apalagi saya punya baby yang masih bulan yang masih harus saya pantau kesehatan dengan adanya halodoc ini sangat membantu,positif,0,0,1
keren kita bisa langsung berkonsultasi sama dokternya tanpa harus ribet,negatif,1,0,0
sangat sangat sangat membantu dokternya juga ramah sabar dalam menjawab pertanyan pasien,positif,0,0,1
sangat ramah dokternya mudah mengerti memahami semoga selalu begitu namun banyak juga yang sibuk yah jadi susah cari dokter untuk konsultasi,positif,0,0,1
apl ini sangat membantu saya dokternya juga ramah banget terimasih untuk halodoc,positif,0,0,1
saya kasih bintang dokter ramah penjelasan mengenai keluhan di tangapi dengan baik namun sayang tidak ada resep obat yang di kasih harus mengunjungi klinik lagi untuk penanganan lebih lanjut tapi semua bagus terima kasih aflikasinya sangat membantu,positif,0,0,1
sangat membantu bagi kita yang sibuk bisa menjaga kesehatan terimakasih,positif,0,0,1
aplikasi sangat baik terobosan di jaman makin moderen,netral,0,1,0
aplikasinya bagus sangat membantu sekali praktis cepat dan dokternya ramah sekali,positif,0,0,1
saya baru pertama download apk ini tapi kenapa sat saya buka beranda hanya loading saja tidak bisa dioperasikan aplikasinya padahal saya ingin chat dengan dokter mohon kinerja aplikasi agar diperbaiki,negatif,1,0,0
bagus banget dokternya ramah banget konsul dengan dokternya langsung recomend banget gratis daripada jauh dokter ngabisin biaya mahal,positif,0,0,1
recomended banget dokter past respon memberikan solusi juga,positif,0,0,1
sangat membantu sekali bisa konsultasi di aplikasi ini karena untuk konsultasi ke dokter secara langsung saya tidak punya biaya,netral,0,1,0
sangat berguna untuk kebutuhan keluarga,positif,0,0,1
aplikasinya bagus dan sangat membantu serta dokter dalam menjawab chat pasien cepat,positif,0,0,1
bisa mendapatkan saran dan nasehat baik dari dokter dokter yang sudah berpengalaman,positif,0,0,1
dokternya ramah chat cepat ditangap sukses terus halodoc,positif,0,0,1
bagus kalau bisa di tambahkan format pdf untuk surat ijin sakit dari pihak halodoc sesudah konsul dengan dokter pasti banyak yang membutuhkan untuk pekerja sat ijin sakit terimakasih,negatif,1,0,0
cepat ramah dan efektif,positif,0,0,1
apk sangat membantu untuk mempermudah konsultasi dengan dokter yang kita inginkan dan sesuai dengan keluhan yang kita rasakan,negatif,1,0,0
saya sangat menyukai aplikasi ini karena apa yang kita tanyakan langsung di respon dengan baik oleh dokternya,negatif,1,0,0
awalnya malu ke psikiater takut dikira gila tapi setelah lihat di halodoc ada dokternya jadi tidak susah datang ke klinik thankyou halodoc sangat membantu sekali,negatif,1,0,0
luar biasa aplikasinya jangan bosan bosan memberi gratis untuk chat dengan dokternya,positif,0,0,1
sangat simple dan membantu,positif,0,0,1
dokter ramah dan penjelasanya mudah di pahami,positif,0,0,1
sangat membantu respon cepat dokter ramah,positif,0,0,1
pelayanan cepat sangat puas dengan dokternya terimakasih,positif,0,0,1
aplikasi bagus konsultasi langsung direspon dokter terima kasih sangat bermanfat,positif,0,0,1
sangat puas dengan jawaban dan respon dokternya sangat cepat,positif,0,0,1
respon dokter cepat dan jawabanya mudah dipahami,positif,0,0,1
aplikasinya sangat bermafat di sat urgent dan butuh konsultasi bisa dilakukan kapan saja,netral,0,1,0
bagus aplikasinya bisa sharing sama dokter lansung pokonya mantul,positif,0,0,1
terimaksih untuk bantuanya tapi kalau boleh usul sebaiknya jangan terlalu lama merespon sukses selalu halodoc,netral,0,1,0
bagus sekali kita dengan mudah bisa berkonsultasi lebih awal dengan dokter sebelum kita memutuskan untuk berobat langsung,positif,0,0,1
aplikasi ini sangat membantu saya dan keluarga ketika tidak dapat bertemu lgsung dengan dokter dokternya ramah dan memberikan saran yang tepat terima kasih,positif,0,0,1
aplikasi bagus dokter ramah dan melayani dengan baik semoga bermanfat untuk semuanya,positif,0,0,1
terimakasih halodoc sudah hadir di indonesia sunguh sangat membantu saya merasa terbantu akan adanya apl halodoc semoga selalu bisa membantu pasien pasien terimakasih banyak juga sama dokter gunawan og sudah membantu saya dokter ramah baik,positif,0,0,1
bisa chat langsung dengan dokter spesialis jadi lebih tenang kalau ada permasalahan tentang kesehatan terimakasih halodoc,positif,0,0,1
walaupun konsultasi tidak langsung face to face tapi jawaban cukup memuaskan terima kasih halodoc,positif,0,0,1
bagus dokternya responya ramah dan lebih memudahkan mungkin lebih cepat kali responya soalnya dibatasi waktu but its worth it,positif,0,0,1
baru mulai tombol mulainya tidak bisa diklik,negatif,1,0,0
aplikasi yang sangat membantu semoga bisa bermanfat kepada banyak orang,netral,0,1,0
sampai suruh fotoin keadan anak saya aplikasi bermanfat bisa untuk pertolongan pertama,negatif,1,0,0
sangat membantu masalah kesehatan terutama saya punya anak pertama,positif,0,0,1
terimakasih halodoc aplikasi yang sangat membantu sekali responya juga sangat cepat semua keluhan dijawab dengan jelas untuk dari ary sandra utama terimakasih dokter,positif,0,0,1
sangat membantu terima kasih kasih para doktr dan halodoc,positif,0,0,1
sangat bermanfat dan respon cepat,positif,0,0,1
sangat membantu dalam keadan darurat dan hari besar dan libur,positif,0,0,1
mantap berguna cuma ketikan di hp tidak keluar semuanya kalau ngetik panjang di perbaiki halodoc,negatif,1,0,0
dokternya ramah dan penjelasanya mudah dimengerti,positif,0,0,1
sangat membantu terima kasih selalu di tingkatkan pelayanan,positif,0,0,1
sangat membantu sekali dokternya baik dan detail terima kasih halodoc,positif,0,0,1
aku suka karena dokternya cepat tangap dan membantu menjawab masalah yang aku hadapi dan juga fre konsultasi,positif,0,0,1
alhamdulilah membantu banget apk ini dari memberikasn edukais yang baik,netral,0,1,0
aplikasinya bagus dokter juga ramah,positif,0,0,1
respon daro halodoc sangat cepat dan penjelasan sangat akurat terima kasih untuk halodoc,positif,0,0,1
aplikasi yang membantu buat kesehatan saya kasih bintang ful dokternya baik,netral,0,1,0
sangat membantu orang orang yang tidak mampu seperti saya mengatasi penyakit ringan dan tidak harus kerumah sakit,negatif,1,0,0
sangat membantu sekali dokternya selalu siap menjawab semua pertanyan jawabanya memuaskan sekali anda sakit halodoc solusinya,positif,0,0,1
sangat membantu sekali dan diwaktu hari liburpun masih dilayani terimakasih banyak,positif,0,0,1
baru sekali mengunakan halodoc dan sedikit membantu pada intinya memang harus face to face langsung dengan dokternya,netral,0,1,0
pelayanan dokter sangat ramah dan baik terima kasih,positif,0,0,1
saya merasa puas dengan aplikasi ini dokternya ramah baik enak di ajak konsultasi,positif,0,0,1
sangat puas baru instal apk langsung nyoba kondultasi taunya langsung di balas dengan cepat dan docternya lumayan ramah terima kasih halodoc,positif,0,0,1
sangat membantu apalagi dokternya fast respon dan ramah ramah tidak perlu jauh jauh konsultasi ke tempat praktik dokter,positif,0,0,1
sangat sangat terbantu dokternya ramah terima kasih sudah menciptakan aplikasi yang sangat bermanfat,positif,0,0,1
sukses terus untuk haldoc aplikasi yang sangat amat membantu sat panic terimakasih juga dari uray muhamad sukses selalu,positif,0,0,1
sangat membantu apa ini sprt saya yang bopia rumah skit jadi lebh nyaman kalau konsultasi lewat sn trmkh halodoc,positif,0,0,1
aplikasi sangat membantu konsultasi dengan dokter sangat mudah dan dokternya ramah bahkan bisa langsung membeli obat diaplikasi,positif,0,0,1
sangat membantu konsultasi gratis pelayanan cepat lebih efisien waktu segala dimudahkan hanya promo gratis ongkos kirim sudah tidak ada,positif,0,0,1
lagi kondisi urgent beli obat dari apa halodoc sudah chat dengan dokternya dan dapat resep dari dokternya juga tapi pesanan saya di tolak dibatalkan uang yang sudah terbayar tidak langsung kmbali ke gopay saya bukan membantu bahkan bikin susah,negatif,1,0,0
aplikasi bagus dokternya chat langsung balas aktif melayani dengan ramah juga,positif,0,0,1
sangat membantu bisa konsul gratis dengan dokter juga dan bisa beli obat juga terima kasih halodoc,positif,0,0,1
saya baru pertama makai aplikasi ini ramah baik respon cepat dari dokter yang dimaksud mudahn selalu seperti ini respon dari semua dokternya,negatif,1,0,0
dokter menjawab dengan sangat cepat dan membantu mendapatkan informasi dari yang ahli semoga semakin lama semakin baik layananya,positif,0,0,1
sangat membantu dan cepat di respon,positif,0,0,1
cepat respon dokter ramah tamah dalam menjelaskan mudah di fahami suka,positif,0,0,1
dokternya ramah dalam menjawab pertanyan memberikan penjelasan sangat baik,positif,0,0,1
sangat membantu kami tetapi untuk akses apotik dan rumahsakit di kota kecil masih belum ada tapi alhamdulilah sudah bisa konsultasi,positif,0,0,1
saya suka sekali aplikasi ini sangat membantu sekali semoga pelayanan yang sudah baik dapat dipertahankan dan semakin baik lagi,positif,0,0,1
terimakasih halodoc membantu sekali ketika saya tidak punya tempat cerita saya bisa bercerita disana dokternya juga baik walaupun terkadang slow respon but overal very oke bisa langsung pesan obat lewat gojek juga,positif,0,0,1
cepat dan lengkap tolong harga bisa lbh murah,positif,0,0,1
sukak mudah dan cepat diajak konsultasi terimakasih halodoc,positif,0,0,1
terima kasih halodoc sekarang bisa konsultasi dengan dokter tanpa harus ke rumah sakit klinik sudah begitu dapat resep lagi sangat membantu sekali saya syuka,positif,0,0,1
respon cepat dan pelayananya bagus,positif,0,0,1
sangat membantu dan layanan bagus,positif,0,0,1
mantap kalau gratis terus lanjutkan sangat membantu,positif,0,0,1
saya tidak bisa daftar nomor hp sudah saya masuki terus saya klik tombol verifikasi jawabanya maf itu terus jawabanya saya hapus aplikasinya saya download lagi saya daftar lagi tetap jawabanya maf tolong solusinya,negatif,1,0,0
sangat terbantu bila ada gejala dan bingung konsultasi yang berkompeten halodoc solusinya,positif,0,0,1
dokternya ramah respon cepat dan detail dalam menangani masalah,positif,0,0,1
very helpful proses cepat dan efisien waktu,positif,0,0,1
sangat membatu untuk orang yang tidak mampu seperti saya informasi yang sangt jelas dari dokter,negatif,1,0,0
keren banget dan sangat membantu walau kadang bikin degan sendiri karena tidak ketemu langsung sama dokternya but at least ini membantu banget buat bertanya hal yang tabu namun sederhana nga malu karena tidak tatap muka semua diceritain bablas dan selalu puas sama dokter,netral,0,1,0
terimakasih atas perhatian pelayanan,positif,0,0,1
dokter fast respon sangat membantu terimakasih halodoc,positif,0,0,1
saya sangat puas dengan aplikasi ini tapi saran saya pertahankan untuk konsultasi gratis tanpa bayar,positif,0,0,1
puas sekali dokternya ramah dan cukup jelas sat memberikan penjelasan trimakasih halodoc,positif,0,0,1
trimaksih banyk ats semua aplikasi sngat berguna bagi nusa dan bangsa terutama untuk dokter yang ramah dan baik sya ucpak trimaksih banyak semoga dokter yang bergabung di aplikasi ini di beri kesahatan dan panjang umur amin,positif,0,0,1
terbaik mampu memberi solusi semoga dengan solusinya bisa lekas sembuh sakit saya,positif,0,0,1
syukur alhamdulilah terimakasih untuk aplikasi halodoc sangat membantu saya dikala sakit bisa konsul dan terima obatnya dengan cepat bismilah semoga selalu berkah dan sejahtera,positif,0,0,1
puas pakai aplikasi ini bantu banget sat butuh obat tapi tidak bisa keluar rumah,negatif,1,0,0
sangat jelas saran dan respon yang cepat terima kasih halodoc,positif,0,0,1
untuk pertama kali pengunan sangat membantu di sat darurat terimakasih dan terus tingkatkan layanan,positif,0,0,1
saya sangat terbantu sekali dengan adanya halodoc saya bisa berkonsultasi dengan dokter dokternya ramah dan memberikan resep dan solusi terbaik untuk saya terimakasih halodoc,positif,0,0,1
ramah banget dan di kasih solusi cepat dan gratis mudahan jadi amal buat kalian,positif,0,0,1
sangat membantu dokternya baik terima kasih atas saranya,positif,0,0,1
sangat membantu sekali aplikasi ini dokternya ramah wajip punya aplikasi ini,positif,0,0,1
terimakasih atas bantuanya saya tidak harus bulak balik ke klinik untuk mengetahui kondisi kesehatan sat ini cukup pakai apa halodoc semua pertanyan di tangapi oleh ahlinya,negatif,1,0,0
sangat membantu untuk konsul tasi segala keluhan penyakit terimakasih,positif,0,0,1
respon cepat ramah dan sangat membantu saya yang sangat bawel ini lumayan menghemat konsul lsng dengan dokter kandungan sukses terus halodoc,positif,0,0,1
seneng banget bisa konsultasi di halodoc jawaban akurat dan ada rekomendasi obatnya juga jadi tidak perlu bingung tanya sana sini terimakasih halodoc,positif,0,0,1
terimakasih halodoc aplikasi ini sangat membantu dan juga dokter fast respon,positif,0,0,1
bagus kalau untuk konsultan cuma agak lama balesnya mungkin karena banyak chat yang harus di balas jadi harus sbar nungu blsnya,negatif,1,0,0
dokternya ramah dan sangat membantu mengatasi masalah pasien perbnyak frenya untuk membantu masyarakat kelas kebawah sepeti saya harapan saya tetap ada fre untuk seterusnya,positif,0,0,1
bagus bget bermanfat terus tingkat mantap,positif,0,0,1
sangat membantu langsung di respon mantap terima kasih halodoc,positif,0,0,1
sangat membantu sekali buat yang tidak punya waktu untuk ke dokter,netral,0,1,0
dengan adanya aplikasi halodoc saya jadi bisa konsultasi dengan dokter dokter tg keadan saya sat ini sangat mbantu aplikasi ini terima kasih halodoc,negatif,1,0,0
